,TeamNumber,Location/Category,Division,Tier,ScoredImages,PlayTimehh:mm:ss,**,CCSScore,Adjust,CiscoScore,TotalScore
2127,15-4415,AL,All Service,High School,3,03:53:55,,143,0.00,14.00,157.00
2128,15-0820,PA,Open,High School,3,04:25:55,,157,0.00,0.00,157.00
2129,15-3687,NY,Open,High School,3,04:40:00,,154,0.00,3.00,157.00
2130,15-0531,GA,All Service,High School,3,05:05:56,,157,0.00,0.00,157.00
2131,15-3162,CA,All Service,High School,3,04:52:56,,151,0.00,6.00,157.00
2132,15-3784,CA,All Service,High School,3,05:36:55,,157,0.00,0.00,157.00
2133,15-0697,CA,All Service,High School,3,05:40:57,,157,0.00,0.00,157.00
2134,15-3484,NJ,Open,High School,3,05:43:56,,148,0.00,9.00,157.00
2135,15-2278,TX,All Service,High School,3,05:54:59,,157,0.00,0.00,157.00
2136,15-3922,TX,All Service,High School,3,05:50:00,,157,0.00,0.00,157.00
2137,15-2380,KS,Middle School,Middle School,2,05:51:57,,157,0.00,0.00,157.00
2138,15-0918,NC,Open,High School,2,05:56:01,,149,0.00,8.00,157.00
2139,15-2843,TX,Open,High School,3,05:09:56,,146,0.00,10.81,156.81
2140,15-2178,NJ,Open,High School,3,05:43:58,,139,0.00,17.71,156.71
2141,15-3754,IL,Open,High School,3,04:58:59,,149,0.00,7.67,156.67
2142,15-2627,TX,Middle School,Middle School,2,06:02:57,T,156,-4.00,4.40,156.40
2143,15-4343,CO,Open,High School,3,02:47:56,,147,0.00,9.33,156.33
2144,15-3592,CA,Open,High School,3,05:56:59,,142,0.00,14.29,156.29
2145,15-1965,MD,Open,High School,3,04:19:57,,142,0.00,14.24,156.24
2146,15-3658,VA,Open,High School,3,04:17:58,,156,0.00,0.00,156.00
2147,15-2487,GA,Open,High School,2,04:25:56,,156,0.00,0.00,156.00
2148,15-3394,VA,Open,High School,3,04:02:04,,147,0.00,9.00,156.00
2149,15-1971,CA,Open,High School,3,04:09:56,,156,0.00,0.00,156.00
2150,15-3514,NE,All Service,High School,2,04:37:59,,156,0.00,0.00,156.00
2151,15-2495,MI,Open,High School,3,09:15:56,T,151,-4.00,9.00,156.00
2152,15-1026,CA,Open,High School,3,05:29:59,M,159,-10.00,7.00,156.00
2153,15-2105,CO,All Service,High School,3,05:28:58,,152,0.00,4.00,156.00
2154,15-2174,PA,Open,High School,3,05:40:57,,149,0.00,7.00,156.00
2155,15-1342,NV,Open,High School,3,05:38:56,,154,0.00,2.00,156.00
2156,15-2966,NJ,All Service,High School,3,05:26:58,,144,0.00,11.86,155.86
2157,15-4929,FL,Open,High School,3,05:14:00,,152,0.00,3.67,155.67
2158,15-4137,MI,Open,High School,3,02:16:58,,144,0.00,11.57,155.57
2159,15-3905,CA,Middle School,Middle School,2,05:28:57,,152,0.00,3.40,155.40
2160,15-2992,CO,Middle School,Middle School,2,04:52:56,,143,0.00,12.20,155.20
2161,15-0798,FL,Open,High School,3,04:34:48,,155,0.00,0.00,155.00
2162,15-0356,IN,Open,High School,3,04:46:57,,155,0.00,0.00,155.00
2163,15-4157,CO,Middle School,Middle School,2,04:53:55,,155,0.00,0.00,155.00
2164,15-4485,NV,All Service,High School,3,05:36:59,,155,0.00,0.00,155.00
2165,15-3610,HI,Middle School,Middle School,2,05:51:56,,155,0.00,0.00,155.00
2166,15-2300,OK,All Service,High School,3,06:00:55,T,142,-2.00,14.86,154.86
2167,15-4578,FL,All Service,High School,3,03:27:56,,147,0.00,7.67,154.67
2168,15-0098,AL,Open,High School,3,04:55:56,,145,0.00,9.10,154.10
2169,15-2640,CA,Open,High School,3,04:43:56,,154,0.00,0.00,154.00
2170,15-0494,MA,Open,High School,3,03:56:59,,152,0.00,2.00,154.00
2171,15-4260,SC,All Service,High School,2,05:39:59,,154,0.00,0.00,154.00
2172,15-1361,TX,All Service,High School,3,05:31:59,,154,0.00,0.00,154.00
2173,15-0932,FL,Open,High School,3,04:45:50,,146,0.00,7.95,153.95
2174,15-0885,AL,Open,High School,3,04:51:56,,153,0.00,0.86,153.86
2175,15-1963,MD,Open,High School,3,14:21:57,T,148,-2.00,7.67,153.67
2176,15-3867,CAN,Middle School,Middle School,2,03:46:56,,153,0.00,0.60,153.60
2177,15-2151,FL,Middle School,Middle School,2,05:49:56,,150,0.00,3.60,153.60
2178,15-0205,VA,Open,High School,3,05:22:57,,128,0.00,25.19,153.19
2179,15-4429,TX,Open,High School,3,03:49:55,,153,0.00,0.00,153.00
2180,15-1700,NC,All Service,High School,3,05:12:05,,147,0.00,6.00,153.00
2181,15-3262,FL,All Service,High School,3,04:45:56,,153,0.00,0.00,153.00
2182,15-4573,CO,Middle School,Middle School,2,04:46:56,,149,0.00,4.00,153.00
2183,15-2684,VA,Middle School,Middle School,2,05:47:56,,153,0.00,0.00,153.00
2184,15-3259,TX,Middle School,Middle School,2,05:55:56,,153,0.00,0.00,153.00
2185,15-2760,TX,All Service,High School,3,05:44:59,,153,0.00,0.00,153.00
2186,15-4498,CA,Open,High School,3,05:33:56,,153,0.00,0.00,153.00
2187,15-3406,MS,All Service,High School,3,05:54:56,,148,0.00,5.00,153.00
2188,15-4832,DE,All Service,High School,3,05:55:56,,153,0.00,0.00,153.00
2189,15-3340,TN,All Service,High School,3,06:01:56,T,159,-6.00,0.00,153.00
2190,15-3374,CO,Middle School,Middle School,2,05:48:56,,149,0.00,3.80,152.80
2191,15-5213,FL,Middle School,Middle School,2,98:05:56,T,149,-2.00,5.80,152.80
2192,15-2153,FL,Middle School,Middle School,2,05:39:56,,151,0.00,1.60,152.60
2193,15-4140,MI,Open,High School,3,02:07:56,,132,0.00,20.43,152.43
2194,15-2568,TX,Open,High School,3,04:44:00,,148,0.00,4.33,152.33
2195,15-1958,MD,Open,High School,3,04:12:53,M,153,-5.00,4.00,152.00
2196,15-4519,CT,Open,High School,3,04:14:00,,152,0.00,0.00,152.00
2197,15-2827,CA,Open,High School,3,04:31:58,,136,0.00,16.00,152.00
2198,15-4132,TX,All Service,High School,3,05:51:00,,157,-5.00,0.00,152.00
2199,15-2439,NE,Open,High School,3,05:55:56,,152,0.00,0.00,152.00
2200,15-0596,NV,Open,High School,3,06:05:09,T,154,-2.00,0.00,152.00
2201,15-0610,IN,Open,High School,3,02:31:56,,156,-5.00,0.00,151.00
2202,15-3050,CAN,Open,High School,3,04:12:05,,137,0.00,14.00,151.00
2203,15-4035,FL,Open,High School,3,05:31:56,,151,0.00,0.00,151.00
2204,15-1764,MD,Middle School,Middle School,2,05:52:55,,135,0.00,16.00,151.00
2205,15-0597,NV,Open,High School,3,05:22:00,,151,0.00,0.00,151.00
2206,15-3254,TX,All Service,High School,3,05:48:18,,144,0.00,6.95,150.95
2207,15-3355,IL,Open,High School,3,05:42:56,,146,0.00,4.57,150.57
2208,15-1175,VA,Open,High School,3,03:43:55,,146,0.00,4.33,150.33
2209,15-5043,MD,Open,High School,3,05:13:56,,139,0.00,11.24,150.24
2210,15-3649,CA,Open,High School,2,02:43:55,,150,0.00,0.00,150.00
2211,15-1317,CAN,Open,High School,3,03:31:59,,150,0.00,0.00,150.00
2212,15-3744,TX,All Service,High School,3,05:19:56,,130,0.00,20.00,150.00
2213,15-0373,CA,Open,High School,3,05:06:56,M,155,-5.00,0.00,150.00
2214,15-1867,VA,Open,High School,3,05:24:56,,145,0.00,5.00,150.00
2215,15-1221,HI,All Service,High School,3,05:27:57,,150,0.00,0.00,150.00
2216,15-2220,CA,All Service,High School,3,05:41:00,,150,0.00,0.00,150.00
2217,15-0430,IL,All Service,High School,3,05:52:56,,150,0.00,0.00,150.00
2218,15-2645,CA,Open,High School,3,05:23:01,,138,0.00,11.86,149.86
2219,15-2948,CA,Open,High School,3,04:57:56,M,154,-5.00,0.00,149.00
2220,15-1903,CAN,Middle School,Middle School,2,05:39:55,,154,-5.00,0.00,149.00
2221,15-0042,NC,All Service,High School,3,05:56:56,,140,0.00,8.95,148.95
2222,15-4262,CO,Middle School,Middle School,2,05:54:56,,145,0.00,3.80,148.80
2223,15-0346,RI,Open,High School,3,04:25:56,,125,0.00,23.67,148.67
2224,15-2395,FL,Open,High School,3,05:31:56,,128,0.00,20.52,148.52
2225,15-3839,MI,Open,High School,3,01:13:58,,148,0.00,0.00,148.00
2226,15-3516,NE,All Service,High School,2,04:38:56,M,153,-5.00,0.00,148.00
2227,15-2712,TX,Open,High School,2,05:59:00,,148,0.00,0.00,148.00
2228,15-1353,MI,Open,High School,3,05:45:56,,141,0.00,6.86,147.86
2229,15-2836,GA,Middle School,Middle School,2,05:35:56,,147,0.00,0.60,147.60
2230,15-3845,PA,Open,High School,3,10:51:56,T,142,-4.00,9.19,147.19
2231,15-0561,MI,Open,High School,3,03:54:56,,147,-5.00,5.00,147.00
2232,15-0599,NV,Open,High School,3,04:31:56,,147,0.00,0.00,147.00
2233,15-2604,CA,Open,High School,3,04:11:02,,147,0.00,0.00,147.00
2234,15-3277,FL,Middle School,Middle School,2,04:54:55,,147,0.00,0.00,147.00
2235,15-3297,TX,Open,High School,3,04:59:56,,141,0.00,6.00,147.00
2236,15-1085,TX,Middle School,Middle School,2,05:24:56,,138,0.00,9.00,147.00
2237,15-0108,WA,All Service,High School,3,05:54:00,,147,0.00,0.00,147.00
2238,15-3667,UT,Middle School,Middle School,2,05:52:55,,147,0.00,0.00,147.00
2239,15-1205,SC,Open,High School,3,05:49:58,,138,0.00,9.00,147.00
2240,15-2241,MD,All Service,High School,3,05:58:38,,141,0.00,5.95,146.95
2241,15-4390,MA,Open,High School,3,04:56:56,,135,0.00,11.76,146.76
2242,15-2853,CA,Middle School,Middle School,2,04:26:57,,142,0.00,4.40,146.40
2243,15-0427,NC,Open,High School,3,05:24:00,,142,0.00,4.33,146.33
2244,15-3497,CA,Middle School,Middle School,2,05:31:57,,142,0.00,4.20,146.20
2245,15-1418,CA,Middle School,Middle School,2,05:56:56,M,136,-5.00,15.20,146.20
2246,15-2428,TX,Open,High School,2,02:53:57,,146,0.00,0.00,146.00
2247,15-5271,OK,Open,High School,3,02:17:56,,146,0.00,0.00,146.00
2248,15-4272,SC,All Service,High School,3,04:12:56,,146,0.00,0.00,146.00
2249,15-1746,CA,All Service,High School,3,03:44:03,,146,0.00,0.00,146.00
2250,15-3345,FL,All Service,High School,3,05:21:01,,146,0.00,0.00,146.00
2251,15-1503,CA,Middle School,Middle School,2,05:30:57,,146,0.00,0.00,146.00
2252,15-1122,FL,All Service,High School,3,05:55:59,,146,0.00,0.00,146.00
2253,15-2611,NE,Open,High School,3,06:01:59,T,129,-4.00,21.00,146.00
2254,15-1460,TX,Open,High School,3,05:42:57,,140,0.00,5.33,145.33
2255,15-2091,NV,Open,High School,3,05:50:56,,129,0.00,16.14,145.14
2256,15-5285,DC,Open,High School,3,03:34:56,,145,0.00,0.00,145.00
2257,15-5155,DE,All Service,High School,3,04:32:59,,139,0.00,6.00,145.00
2258,15-1319,CAN,Open,High School,2,10:30:03,T,149,-4.00,0.00,145.00
2259,15-2839,NJ,All Service,High School,3,04:49:56,,145,0.00,0.00,145.00
2260,15-4479,WA,Open,High School,2,05:10:00,,138,0.00,7.00,145.00
2261,15-4764,TX,Middle School,Middle School,2,05:34:57,,145,0.00,0.00,145.00
2262,15-4975,OH,Open,High School,3,05:14:56,,139,0.00,6.00,145.00
2263,15-3876,CO,Middle School,Middle School,2,05:32:56,,142,0.00,3.00,145.00
2264,15-1389,AR,Open,High School,3,05:45:57,,122,0.00,23.00,145.00
2265,15-0998,WA,All Service,High School,3,05:55:59,,145,0.00,0.00,145.00
2266,15-0538,NY,All Service,High School,3,99:06:57,T,151,-6.00,0.00,145.00
2267,15-4836,CA,Middle School,Middle School,2,05:10:56,,140,0.00,4.80,144.80
2268,15-1892,CA,Middle School,Middle School,2,05:39:56,,136,0.00,8.80,144.80
2269,15-2420,AZ,Open,High School,3,05:44:56,,139,0.00,5.67,144.67
2270,15-1475,MI,Open,High School,3,05:19:57,,140,0.00,4.33,144.33
2271,15-0605,CA,Open,High School,2,02:23:01,,137,0.00,7.00,144.00
2272,15-0819,PA,Open,High School,3,04:15:55,,144,0.00,0.00,144.00
2273,15-5261,VA,Middle School,Middle School,2,04:07:55,,144,0.00,0.00,144.00
2274,15-0648,MD,All Service,High School,3,04:51:59,M,154,-10.00,0.00,144.00
2275,15-0418,VA,All Service,High School,3,05:32:01,,135,0.00,9.00,144.00
2276,15-3200,MD,All Service,High School,3,05:11:56,,144,0.00,0.00,144.00
2277,15-3608,HI,Middle School,Middle School,2,05:32:57,,144,0.00,0.00,144.00
2278,15-2431,DC,All Service,High School,3,05:58:56,,144,0.00,0.00,144.00
2279,15-3753,IL,Open,High School,3,05:01:00,,127,0.00,16.81,143.81
2280,15-4718,VA,Open,High School,3,04:27:55,,135,0.00,8.67,143.67
2281,15-0802,AZ,Middle School,Middle School,2,05:34:56,,142,0.00,1.60,143.60
2282,15-0043,NC,Middle School,Middle School,2,05:53:56,,139,0.00,4.60,143.60
2283,15-3656,GA,Middle School,Middle School,2,05:59:56,,126,0.00,17.60,143.60
2284,15-2342,MD,Open,High School,3,02:49:55,,127,0.00,16.57,143.57
2285,15-4385,MA,Open,High School,3,04:53:56,,136,0.00,7.33,143.33
2286,15-0168,TX,Open,High School,3,05:42:57,M,135,0.00,8.05,143.05
2287,15-1381,FL,All Service,High School,3,02:49:01,,143,0.00,0.00,143.00
2288,15-2763,TX,Open,High School,3,05:28:56,,143,0.00,0.00,143.00
2289,15-2834,GA,Middle School,Middle School,2,05:46:56,,143,0.00,0.00,143.00
2290,15-2272,MN,Middle School,Middle School,2,05:51:56,,140,0.00,3.00,143.00
2291,15-0310,FL,All Service,High School,3,23:41:57,T,145,-2.00,0.00,143.00
2292,15-2172,FL,Middle School,Middle School,2,05:48:56,,137,0.00,5.60,142.60
2293,15-0414,VA,All Service,High School,3,04:20:56,,139,0.00,3.43,142.43
2294,15-0674,SC,Middle School,Middle School,2,04:18:57,,138,0.00,4.40,142.40
2295,15-4679,MI,Open,High School,3,05:31:59,,137,0.00,5.29,142.29
2296,15-0466,WA,All Service,High School,3,02:19:58,,142,0.00,0.00,142.00
2297,15-0363,NY,Open,High School,3,04:24:56,,142,0.00,0.00,142.00
2298,15-3762,AZ,Open,High School,3,04:35:56,,132,0.00,10.00,142.00
2299,15-1236,CT,Open,High School,3,04:25:55,,142,0.00,0.00,142.00
2300,15-4089,CA,Middle School,Middle School,2,05:08:57,,131,0.00,10.80,141.80
2301,15-1644,VA,Open,High School,3,02:51:58,,137,0.00,4.67,141.67
2302,15-4349,CA,Open,High School,3,21:09:56,T,139,-2.00,4.67,141.67
2303,15-1561,NC,All Service,High School,3,314:42:57,T,139,-5.00,7.24,141.24
2304,15-3250,CA,Middle School,Middle School,2,05:34:57,,133,0.00,8.00,141.00
2305,15-5342,VA,Middle School,Middle School,2,05:49:58,,137,0.00,4.00,141.00
2306,15-1660,TX,All Service,High School,3,05:45:00,,141,0.00,0.00,141.00
2307,15-1705,OH,Middle School,Middle School,2,05:32:56,,141,0.00,0.00,141.00
2308,15-2680,LA,Middle School,Middle School,2,05:39:56,,141,0.00,0.00,141.00
2309,15-1853,NJ,Open,High School,2,05:51:56,,141,0.00,0.00,141.00
2310,15-3932,TX,Open,High School,3,05:53:56,,141,0.00,0.00,141.00
2311,15-5148,PA,Open,High School,3,05:26:55,,132,0.00,8.90,140.90
2312,15-3810,FL,Middle School,Middle School,2,05:50:56,,136,0.00,4.40,140.40
2313,15-2152,FL,Middle School,Middle School,2,05:42:56,,136,0.00,4.20,140.20
2314,15-4892,CA,All Service,High School,3,03:58:57,,140,0.00,0.00,140.00
2315,15-3339,SC,All Service,High School,3,05:55:56,,140,0.00,0.00,140.00
2316,15-3872,FL,All Service,High School,3,05:47:41,M,155,-15.00,0.00,140.00
2317,15-2574,HI,All Service,High School,3,05:30:56,,129,0.00,10.86,139.86
2318,15-3375,CO,Middle School,Middle School,2,05:37:56,,138,0.00,1.80,139.80
2319,15-2162,AL,Middle School,Middle School,2,05:57:55,,137,0.00,2.80,139.80
2320,15-0626,TX,Middle School,Middle School,2,05:36:56,,129,0.00,10.40,139.40
2321,15-2864,CA,Open,High School,3,05:40:58,,116,0.00,23.29,139.29
2322,15-5338,CA,Middle School,Middle School,2,03:55:56,,139,0.00,0.00,139.00
2323,15-4934,NH,Open,High School,3,04:06:57,,139,0.00,0.00,139.00
2324,15-4716,VA,Open,High School,3,04:23:25,,135,0.00,4.00,139.00
2325,15-0894,TX,Open,High School,3,06:01:56,T,143,-4.00,0.00,139.00
2326,15-0372,CA,Open,High School,3,05:39:05,,139,0.00,0.00,139.00
2327,15-2332,MD,Middle School,Middle School,2,05:51:56,,139,0.00,0.00,139.00
2328,15-2929,CA,Open,High School,3,05:39:14,,139,0.00,0.00,139.00
2329,15-3550,VA,Open,High School,3,05:58:58,,139,0.00,0.00,139.00
2330,15-0051,VA,Open,High School,3,05:59:59,,139,0.00,0.00,139.00
2331,15-2879,CA,Middle School,Middle School,2,05:56:56,,132,0.00,7.00,139.00
2332,15-3943,CA,Middle School,Middle School,2,05:37:57,,136,0.00,2.60,138.60
2333,15-1849,VA,Middle School,Middle School,2,05:04:56,,135,0.00,3.40,138.40
2334,15-1326,VA,Open,High School,3,02:36:56,,125,0.00,13.38,138.38
2335,15-0052,IN,Open,High School,3,02:16:56,,138,0.00,0.00,138.00
2336,15-4292,TX,Open,High School,3,02:56:57,,138,0.00,0.00,138.00
2337,15-2191,CA,Middle School,Middle School,2,03:58:57,,128,0.00,10.00,138.00
2338,15-3979,CA,All Service,High School,2,04:46:56,,138,0.00,0.00,138.00
2339,15-3956,VA,Open,High School,3,09:07:56,T,140,-2.00,0.00,138.00
2340,15-0307,WA,All Service,High School,3,05:44:57,,130,0.00,8.00,138.00
2341,15-4044,VA,Open,High School,3,05:11:27,,117,0.00,20.95,137.95
2342,15-3913,CA,Open,High School,3,04:13:57,,132,0.00,5.81,137.81
2343,15-3276,TX,Middle School,Middle School,2,04:31:51,,129,0.00,8.80,137.80
2344,15-4572,CO,Middle School,Middle School,2,04:35:56,,133,0.00,4.60,137.60
2345,15-1470,MN,Middle School,Middle School,2,05:52:56,,134,0.00,3.60,137.60
2346,15-1500,AL,Open,High School,3,04:53:56,,130,0.00,7.43,137.43
2347,15-4121,MD,Open,High School,3,05:25:56,,112,0.00,25.00,137.00
2348,15-2185,HI,All Service,High School,3,05:34:58,,137,0.00,0.00,137.00
2349,15-0485,KS,All Service,High School,3,05:20:56,,137,0.00,0.00,137.00
2350,15-1099,AL,Middle School,Middle School,2,171:31:47,T,133,0.00,4.00,137.00
2351,15-1036,IN,Open,High School,3,05:34:56,,137,0.00,0.00,137.00
2352,15-4884,MD,All Service,High School,3,05:45:34,,137,0.00,0.00,137.00
2353,15-2922,CA,Middle School,Middle School,2,05:31:58,,134,0.00,2.80,136.80
2354,15-0618,CA,Middle School,Middle School,2,02:30:58,,124,-5.00,17.00,136.00
2355,15-2123,SC,Open,High School,3,04:16:56,,136,0.00,0.00,136.00
2356,15-0680,MI,All Service,High School,3,04:42:56,M,141,-5.00,0.00,136.00
2357,15-1904,CAN,Middle School,Middle School,2,05:36:56,,136,0.00,0.00,136.00
2358,15-3204,TX,All Service,High School,3,04:57:57,,131,0.00,5.00,136.00
2359,15-4997,VA,All Service,High School,3,05:15:56,,136,0.00,0.00,136.00
2360,15-0178,TX,Middle School,Middle School,2,05:46:56,,136,0.00,0.00,136.00
2361,15-1448,CA,All Service,High School,2,05:51:57,,136,0.00,0.00,136.00
2362,15-4818,VA,Open,High School,3,05:53:55,,136,0.00,0.00,136.00
2363,15-1374,AR,Open,High School,3,06:02:00,T,142,-6.00,0.00,136.00
2364,15-1832,CA,Open,High School,2,168:27:59,T,65,71.00,0.00,136.00
2365,15-1257,NV,Open,High School,3,05:52:57,,129,0.00,6.67,135.67
2366,15-0298,TX,Middle School,Middle School,2,05:53:55,,132,0.00,3.60,135.60
2367,15-2393,AL,All Service,High School,3,05:31:55,,130,0.00,5.52,135.52
2368,15-2486,GA,Open,High School,3,05:13:56,,127,0.00,8.29,135.29
2369,15-2450,KY,All Service,High School,3,05:38:56,,127,0.00,8.05,135.05
2370,15-2928,IA,Open,High School,3,01:41:00,,135,0.00,0.00,135.00
2371,15-2744,PA,Middle School,Middle School,2,04:02:04,,135,0.00,0.00,135.00
2372,15-3023,TX,Middle School,Middle School,2,05:53:56,,135,0.00,0.00,135.00
2373,15-5399,CO,Open,High School,2,04:29:56,,135,0.00,0.00,135.00
2374,15-0429,IL,All Service,High School,3,05:56:55,,135,0.00,0.00,135.00
2375,15-2279,AL,Open,High School,2,05:29:56,,135,0.00,0.00,135.00
2376,15-3501,VA,Open,High School,3,05:25:55,,135,0.00,0.00,135.00
2377,15-2714,TX,Open,High School,3,05:31:56,,135,0.00,0.00,135.00
2378,15-2378,PA,Open,High School,3,05:37:59,,135,0.00,0.00,135.00
2379,15-0755,TX,Middle School,Middle School,2,05:43:56,,135,0.00,0.00,135.00
2380,15-3751,VA,Open,High School,3,05:48:55,,135,0.00,0.00,135.00
2381,15-4303,KS,All Service,High School,3,06:00:03,T,137,-2.00,0.00,135.00
2382,15-0899,NV,Open,High School,3,03:13:00,,134,0.00,0.86,134.86
2383,15-4085,AZ,Middle School,Middle School,2,05:05:56,,122,0.00,12.60,134.60
2384,15-1959,MD,Open,High School,3,04:03:58,,121,0.00,13.52,134.52
2385,15-4332,WY,All Service,High School,3,270:35:01,T,115,-2.00,21.29,134.29
2386,15-4249,CA,Middle School,Middle School,2,05:14:56,,121,0.00,13.20,134.20
2387,15-3325,CA,Open,High School,3,07:01:58,T,136,-2.00,0.00,134.00
2388,15-4242,VA,Open,High School,3,03:28:57,,134,0.00,0.00,134.00
2389,15-4274,SC,All Service,High School,3,04:16:56,,134,0.00,0.00,134.00
2390,15-2259,GA,Open,High School,3,05:05:56,,134,0.00,0.00,134.00
2391,15-4034,FL,Open,High School,3,05:16:03,,134,0.00,0.00,134.00
2392,15-2840,NJ,All Service,High School,3,04:46:55,,134,0.00,0.00,134.00
2393,15-4835,WY,All Service,High School,3,05:06:56,,134,0.00,0.00,134.00
2394,15-2183,WA,All Service,High School,3,05:39:01,,134,0.00,0.00,134.00
2395,15-3478,PA,Open,High School,3,04:58:56,,134,0.00,0.00,134.00
2396,15-0784,VA,Open,High School,2,05:07:55,,127,0.00,7.00,134.00
2397,15-3490,NM,Middle School,Middle School,2,05:12:56,,134,0.00,0.00,134.00
2398,15-2625,TX,Middle School,Middle School,2,05:55:56,,129,0.00,5.00,134.00
2399,15-3688,NY,Open,High School,3,05:32:56,,128,0.00,6.00,134.00
2400,15-2848,ID,Middle School,Middle School,2,05:39:56,,134,0.00,0.00,134.00
2401,15-4246,WA,All Service,High School,3,05:50:57,,134,0.00,0.00,134.00
2402,15-1033,OK,Open,High School,3,02:40:00,,133,0.00,0.86,133.86
2403,15-0498,MI,Open,High School,3,04:56:56,,132,0.00,1.67,133.67
2404,15-3265,MO,Middle School,Middle School,2,04:11:56,,129,0.00,4.60,133.60
2405,15-0309,WA,Middle School,Middle School,2,05:16:57,,126,0.00,7.60,133.60
2406,15-3317,CA,Middle School,Middle School,2,05:42:56,,129,0.00,4.60,133.60
2407,15-1976,VA,Open,High School,3,04:37:56,,126,0.00,7.33,133.33
2408,15-1260,CA,Open,High School,3,02:45:00,,120,0.00,13.14,133.14
2409,15-1897,CA,Middle School,Middle School,2,04:40:57,,133,0.00,0.00,133.00
2410,15-2302,GA,Open,High School,2,06:20:56,T,135,-2.00,0.00,133.00
2411,15-3100,TN,Middle School,Middle School,2,05:42:57,,133,0.00,0.00,133.00
2412,15-1280,AL,Middle School,Middle School,2,05:57:55,,133,0.00,0.00,133.00
2413,15-1254,CAN,Open,High School,3,173:03:02,T,133,0.00,0.00,133.00
2414,15-3936,WA,Open,High School,3,05:51:59,,127,0.00,5.81,132.81
2415,15-2885,CA,Middle School,Middle School,2,05:55:56,,125,0.00,7.40,132.40
2416,15-4583,CA,Open,High School,3,02:30:56,,132,0.00,0.00,132.00
2417,15-4456,TX,Open,High School,3,02:52:56,,142,-10.00,0.00,132.00
2418,15-2725,TX,All Service,High School,3,03:21:56,,132,0.00,0.00,132.00
2419,15-2418,LA,All Service,High School,3,03:58:59,,132,0.00,0.00,132.00
2420,15-2793,FL,All Service,High School,3,04:25:06,,132,0.00,0.00,132.00
2421,15-4537,MD,Open,High School,2,05:10:00,,132,0.00,0.00,132.00
2422,15-2816,CA,Open,High School,2,04:49:00,,132,0.00,0.00,132.00
2423,15-5224,CA,Middle School,Middle School,2,05:09:57,,132,0.00,0.00,132.00
2424,15-4488,WI,Open,High School,3,05:33:56,,127,-5.00,10.00,132.00
2425,15-1694,TX,Open,High School,3,05:55:59,,132,0.00,0.00,132.00
2426,15-4789,VA,All Service,High School,3,10:48:56,T,134,-2.00,0.00,132.00
